Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2013,Monroe High School,334812,Rochester,Monroe,14615,52,0,<4,0,51,"Rochester, NY 14607
(43.15026891800005, -77.58810832499995)"
Fall 2012,Monroe High School,334812,Rochester,Monroe,14615,49,0,0,<4,48,"Rochester, NY 14607
(43.15026891800005, -77.58810832499995)"
Fall 2011,Monroe High School,334812,Rochester,Monroe,14615,37,0,<4,0,36,"Rochester, NY 14607
(43.15026891800005, -77.58810832499995)"
Fall 2010,Monroe High School,334812,Rochester,Monroe,14615,52,0,<4,0,50,"Rochester, NY 14607
(43.15026891800005, -77.58810832499995)"
Fall 2017,Odyssey Academy,334833,Rochester,Monroe,14615,87,7,23,<4,56,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2016,Odyssey Academy,334833,Rochester,Monroe,14615,70,7,11,5,47,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2015,Odyssey Academy,334833,Rochester,Monroe,14615,59,7,10,<4,41,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2014,Odyssey Academy,334833,Rochester,Monroe,14615,63,11,14,<4,35,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2013,Odyssey Academy,334833,Rochester,Monroe,14615,62,<4,20,<4,38,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2012,Odyssey Academy,334833,Rochester,Monroe,14615,58,<4,15,<4,40,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2011,Odyssey Academy,334833,Rochester,Monroe,14615,57,<4,9,5,41,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2010,Odyssey Academy,334833,Rochester,Monroe,14615,89,10,24,0,55,"Rochester 146151296, NY
(43.22378037500005, -77.66331086699995)"
Fall 2017,The Avalon School At The Villa,334766,Rochester,Monroe,14616,<4,0,0,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2014,The Avalon School At The Villa,334766,Rochester,Monroe,14616,<4,0,0,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2013,The Avalon School At The Villa,334766,Rochester,Monroe,14616,<4,0,0,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2012,The Avalon School At The Villa,334766,Rochester,Monroe,14616,<4,0,0,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2011,The Avalon School At The Villa,334766,Rochester,Monroe,14616,<4,0,0,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2010,The Avalon School At The Villa,334766,Rochester,Monroe,14616,4,0,<4,0,<4,"Rochester 146163741, NY
(43.229650691000074, -77.64653017599994)"
Fall 2017,Bishop Kearney High School,334773,Rochester,Monroe,14617,15,<4,<4,<4,11,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2016,Bishop Kearney High School,334773,Rochester,Monroe,14617,33,4,8,<4,20,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2015,Bishop Kearney High School,334773,Rochester,Monroe,14617,23,<4,<4,<4,16,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2014,Bishop Kearney High School,334773,Rochester,Monroe,14617,32,5,<4,<4,23,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2013,Bishop Kearney High School,334773,Rochester,Monroe,14617,38,4,4,0,30,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2012,Bishop Kearney High School,334773,Rochester,Monroe,14617,46,0,9,4,33,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2011,Bishop Kearney High School,334773,Rochester,Monroe,14617,51,<4,4,5,40,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2010,Bishop Kearney High School,334773,Rochester,Monroe,14617,59,4,9,5,41,"Rochester, NY 14617
(43.22124892800008, -77.59870579299997)"
Fall 2017,Irondequoit High School,334810,Rochester,Monroe,14617,135,26,30,12,67,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2016,Irondequoit High School,334810,Rochester,Monroe,14617,119,9,16,<4,91,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2015,Irondequoit High School,334810,Rochester,Monroe,14617,159,11,34,5,109,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2014,Irondequoit High School,334810,Rochester,Monroe,14617,149,12,37,4,96,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2013,Irondequoit High School,334810,Rochester,Monroe,14617,146,6,33,6,101,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2012,Irondequoit High School,334810,Rochester,Monroe,14617,157,10,31,8,108,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2011,Irondequoit High School,334810,Rochester,Monroe,14617,172,14,40,6,112,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2010,Irondequoit High School,334810,Rochester,Monroe,14617,174,12,48,4,110,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2017,Brighton High School,334775,Rochester,Monroe,14618,100,21,29,<4,49,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2016,Brighton High School,334775,Rochester,Monroe,14618,95,31,22,0,42,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2015,Brighton High School,334775,Rochester,Monroe,14618,107,30,27,<4,47,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2014,Brighton High School,334775,Rochester,Monroe,14618,110,25,24,<4,59,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2013,Brighton High School,334775,Rochester,Monroe,14618,104,14,21,<4,67,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2012,Brighton High School,334775,Rochester,Monroe,14618,84,11,18,<4,54,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2011,Brighton High School,334775,Rochester,Monroe,14618,113,10,29,4,70,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2010,Brighton High School,334775,Rochester,Monroe,14618,108,32,29,<4,45,"Rochester 146182299, NY
(43.12344103200007, -77.56724107199994)"
Fall 2017,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,0,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2016,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,<4,0,0,0,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2015,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,<4,0,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2014,Allendale Columbia School,334785,Rochester,Monroe,14618,4,<4,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2013,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,0,0,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2012,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,<4,0,0,0,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2011,Allendale Columbia School,334785,Rochester,Monroe,14618,<4,<4,<4,0,0,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2010,Allendale Columbia School,334785,Rochester,Monroe,14618,9,4,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2017,The Harley School,334805,Rochester,Monroe,14618,5,0,4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2016,The Harley School,334805,Rochester,Monroe,14618,4,<4,<4,0,0,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2015,The Harley School,334805,Rochester,Monroe,14618,<4,<4,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2014,The Harley School,334805,Rochester,Monroe,14618,5,<4,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2013,The Harley School,334805,Rochester,Monroe,14618,7,<4,<4,0,4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2012,The Harley School,334805,Rochester,Monroe,14618,4,0,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2011,The Harley School,334805,Rochester,Monroe,14618,<4,<4,0,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2010,The Harley School,334805,Rochester,Monroe,14618,6,0,<4,0,5,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2017,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,21,8,<4,<4,9,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2016,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,20,<4,<4,<4,13,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2015,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,25,5,4,<4,13,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2014,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,28,6,10,<4,10,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2013,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,21,<4,7,<4,10,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2012,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,10,<4,<4,0,5,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2011,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,27,<4,9,<4,15,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2010,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,30,14,6,<4,9,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2017,Hillside Childrens Center,334763,Rochester,Monroe,14620,<4,0,0,0,<4,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2015,Hillside Childrens Center,334763,Rochester,Monroe,14620,5,0,0,0,5,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2014,Hillside Childrens Center,334763,Rochester,Monroe,14620,<4,0,0,0,<4,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2017,Destiny Christian School,334787,Rochester,Monroe,14620,4,0,0,0,4,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2016,Destiny Christian School,334787,Rochester,Monroe,14620,5,0,0,0,5,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2015,Destiny Christian School,334787,Rochester,Monroe,14620,<4,0,0,0,<4,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2014,Destiny Christian School,334787,Rochester,Monroe,14620,<4,0,0,0,<4,"Rochester, NY 14620
(43.12841, -77.6045649999999)"
Fall 2017,Integrated Arts And Technology,334768,Rochester,Monroe,14621,24,<4,0,<4,22,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2016,Integrated Arts And Technology,334768,Rochester,Monroe,14621,5,0,<4,0,4,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2015,Integrated Arts And Technology,334768,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2013,Integrated Arts And Technology,334768,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2012,Integrated Arts And Technology,334768,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2017,Benjamin Franklin High School,334770,Rochester,Monroe,14621,7,0,0,0,7,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2016,Benjamin Franklin High School,334770,Rochester,Monroe,14621,19,0,0,<4,18,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2015,Benjamin Franklin High School,334770,Rochester,Monroe,14621,13,0,0,0,13,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2014,Benjamin Franklin High School,334770,Rochester,Monroe,14621,18,0,0,0,18,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2013,Benjamin Franklin High School,334770,Rochester,Monroe,14621,39,0,<4,0,38,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2012,Benjamin Franklin High School,334770,Rochester,Monroe,14621,62,0,0,<4,61,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2011,Benjamin Franklin High School,334770,Rochester,Monroe,14621,86,0,0,0,86,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2010,Benjamin Franklin High School,334770,Rochester,Monroe,14621,90,0,<4,<4,87,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2015,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2014,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2013,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2012,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,5,0,<4,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2011,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,<4,0,0,<4,0,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2015,Rochester Academy Charter Schl,334783,Rochester,Monroe,14621,28,<4,<4,0,24,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2014,Rochester Academy Charter Schl,334783,Rochester,Monroe,14621,22,<4,0,0,21,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2013,Rochester Academy Charter Schl,334783,Rochester,Monroe,14621,12,0,<4,0,9,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2012,Rochester Academy Charter Schl,334783,Rochester,Monroe,14621,7,0,<4,0,5,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2017,Vanguard Collegiate High Schl,334784,Rochester,Monroe,14621,31,0,<4,0,30,"Rochester 146213732, NY
(43.186960197000076, -77.59767062099996)"
Fall 2016,Vanguard Collegiate High Schl,334784,Rochester,Monroe,14621,28,0,<4,<4,24,"Rochester 146213732, NY
(43.186960197000076, -77.59767062099996)"
Fall 2015,Vanguard Collegiate High Schl,334784,Rochester,Monroe,14621,36,<4,<4,0,33,"Rochester 146213732, NY
(43.186960197000076, -77.59767062099996)"
Fall 2014,Vanguard Collegiate High Schl,334784,Rochester,Monroe,14621,30,0,4,<4,24,"Rochester 146213732, NY
(43.186960197000076, -77.59767062099996)"
Fall 2013,Vanguard Collegiate High Schl,334784,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester 146213732, NY
(43.186960197000076, -77.59767062099996)"
Fall 2017,Global Media Arts High School,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2016,Global Media Arts High School,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2015,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2014,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2013,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2012,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,0,<4,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2011,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2010,Global Media Arts Hs At Frankl,334809,Rochester,Monroe,14621,<4,0,<4,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2014,International Finance & Econom,334811,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2011,International Finance & Econom,334811,Rochester,Monroe,14621,9,0,<4,<4,6,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2010,International Finance & Econom,334811,Rochester,Monroe,14621,<4,0,0,<4,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2011,Rochester School For The Deaf,334852,Rochester,Monroe,14621,<4,0,0,0,<4,"Rochester, NY 14621
(43.1861499999999, -77.6027299999999)"
Fall 2017,East Irondequoit Eastridge Hig,334797,Rochester,Monroe,14622,138,10,24,6,98,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2016,East Irondequoit Eastridge Hig,334797,Rochester,Monroe,14622,116,<4,15,4,94,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2015,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,133,9,14,<4,109,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2014,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,117,5,17,6,89,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2013,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,128,<4,17,<4,106,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2012,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,136,<4,8,<4,123,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2011,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,123,<4,13,4,105,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2010,East Irondequoit Eastridge Hs,334797,Rochester,Monroe,14622,181,11,18,<4,149,"Rochester 146222721, NY
(43.20452011000003, -77.55444114299996)"
Fall 2010,Henrietta Christian School,334808,Rochester,Monroe,14623,<4,0,0,0,<4,"Rochester, NY 14623
(43.088417, -77.6460019999999)"
Fall 2017,Norman Howard School,334843,Rochester,Monroe,14623,8,0,<4,<4,6,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2016,Norman Howard School,334843,Rochester,Monroe,14623,9,0,0,<4,8,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2015,Norman Howard School,334843,Rochester,Monroe,14623,6,0,0,<4,5,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2014,Norman Howard School,334843,Rochester,Monroe,14623,6,0,0,0,6,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2013,Norman Howard School,334843,Rochester,Monroe,14623,7,0,<4,0,5,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2012,Norman Howard School,334843,Rochester,Monroe,14623,7,0,0,0,7,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2011,Norman Howard School,334843,Rochester,Monroe,14623,9,0,<4,<4,7,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2010,Norman Howard School,334843,Rochester,Monroe,14623,9,<4,0,<4,7,"Rochester 146234103, NY
(43.07908006200006, -77.58269110699996)"
Fall 2014,Alternative High School Boces2,334760,Rochester,Monroe,14624,<4,0,0,0,<4,"Rochester, NY 14624
(43.1288509999999, -77.7304599999999)"
Fall 2013,Alternative High School Boces2,334760,Rochester,Monroe,14624,<4,0,0,0,<4,"Rochester, NY 14624
(43.1288509999999, -77.7304599999999)"
Fall 2010,Alternative High School Boces2,334760,Rochester,Monroe,14624,<4,0,0,0,<4,"Rochester, NY 14624
(43.1288509999999, -77.7304599999999)"
Fall 2017,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,155,11,26,4,114,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2016,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,170,9,28,6,127,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2015,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,173,10,18,10,135,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2014,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,166,8,32,<4,124,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2013,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,220,<4,33,5,180,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2012,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,223,7,31,7,178,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2011,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,216,<4,33,8,173,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2010,Gates - Chili Sr High School,334803,Rochester,Monroe,14624,237,16,37,10,174,"Rochester 146241448, NY
(43.15310007200003, -77.70845106099995)"
Fall 2017,Hope Hall High School,334858,Rochester,Monroe,14624,7,0,0,<4,6,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2016,Hope Hall High School,334858,Rochester,Monroe,14624,7,0,0,0,7,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2015,Hope Hall High School,334858,Rochester,Monroe,14624,9,0,0,0,9,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2014,Hope Hall High School,334858,Rochester,Monroe,14624,6,0,0,0,6,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2013,Hope Hall High School,334858,Rochester,Monroe,14624,<4,0,0,0,<4,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2012,Hope Hall High School,334858,Rochester,Monroe,14624,4,0,0,0,4,"Rochester 146241638, NY
(43.14991098100006, -77.69563121599998)"
Fall 2017,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2015,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2014,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2013,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,7,0,0,0,7,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2012,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,4,0,0,0,4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2011,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2010,Bethel Baptist Christian Acade,332604,Jamestown,Chautauqua,14701,4,0,0,0,4,"Jamestown 147015729, NY
(42.08991057800006, -79.27578074299998)"
Fall 2017,Jamestown High School,332605,Jamestown,Chautauqua,14701,121,8,13,<4,99,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2016,Jamestown High School,332605,Jamestown,Chautauqua,14701,125,<4,6,7,109,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2015,Jamestown High School,332605,Jamestown,Chautauqua,14701,165,5,14,<4,145,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2014,Jamestown High School,332605,Jamestown,Chautauqua,14701,160,5,4,<4,150,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2013,Jamestown High School,332605,Jamestown,Chautauqua,14701,140,<4,12,<4,124,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2012,Jamestown High School,332605,Jamestown,Chautauqua,14701,145,<4,5,<4,137,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2011,Jamestown High School,332605,Jamestown,Chautauqua,14701,173,<4,12,4,156,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2010,Jamestown High School,332605,Jamestown,Chautauqua,14701,187,10,13,<4,161,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2010,Lighthouse Baptist Academy,332606,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown, NY 14701
(42.0792569999999, -79.256624)"
Fall 2015,Gustavus Adolphus Learning Ctr,332609,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147011815, NY
(42.11674026400004, -79.21127074499998)"
Fall 2012,Gustavus Adolphus Learning Ctr,332609,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147011815, NY
(42.11674026400004, -79.21127074499998)"
Fall 2011,Gustavus Adolphus Learning Ctr,332609,Jamestown,Chautauqua,14701,<4,0,0,0,<4,"Jamestown 147011815, NY
(42.11674026400004, -79.21127074499998)"
Fall 2017,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,57,11,6,<4,39,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2016,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,61,8,<4,<4,48,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2015,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,53,<4,7,<4,42,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2014,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,58,7,9,<4,40,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2013,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,53,<4,<4,<4,47,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2012,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,55,0,4,<4,50,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2011,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,56,0,10,<4,45,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2010,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,65,4,<4,0,59,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2017,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,23,0,4,5,14,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2016,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,29,4,5,7,13,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
Fall 2015,Allegany - Limestone Central S,330120,Allegany,Cattaraugus,14706,27,<4,<4,8,15,"Allegany 147069627, NY
(42.13370020100007, -78.50222091299997)"
