Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2015,Packer Collegiate Institute,330790,Brooklyn,Kings,11201,5,<4,<4,0,<4,"Brooklyn, NY 11201
(40.693876544000034, -73.99113897199999)"
Fall 2011,Prospect Heights High School,330800,Brooklyn,Kings,11225,<4,0,0,0,<4,"Brooklyn 112251005, NY
(40.67040059200008, -73.96157096599995)"
Fall 2016,F D N Y  H S  For  Fire & Life,330808,Brooklyn,Kings,11207,<4,0,0,0,<4,"Brooklyn, NY 11207
(40.670609040000045, -73.89524904499996)"
Fall 2013,School For Democracy And Leade,330823,Brooklyn,Kings,11203,<4,0,0,<4,<4,"Brooklyn, NY 11203
(40.65219925100007, -73.93519702599997)"
Fall 2011,Saint Edmund Prep  H S,330833,Brooklyn,Kings,11229,22,9,6,5,<4,"Brooklyn, NY 11229
(40.60203616300004, -73.94847970799998)"
Fall 2017,Brooklyn Prep High School,330848,Brooklyn,Kings,11211,29,<4,20,6,<4,"Brooklyn, NY 11211
(40.711777967000046, -73.95280733299995)"
Fall 2016,High School Medical Profession,330853,Brooklyn,Kings,11236,15,<4,6,<4,4,"Brooklyn 112364318, NY
(40.641170997000074, -73.89798085099994)"
Fall 2011,Park Slope Collegiate,330858,Brooklyn,Kings,11215,<4,0,0,<4,0,"Brooklyn, NY 11215
(40.667589261000046, -73.98288780599995)"
Fall 2012,South Shore High School,330874,Brooklyn,Kings,11236,6,0,0,<4,5,"Brooklyn, NY 11236
(40.64134977300006, -73.90333944599996)"
Fall 2016,South Brooklyn Community High,330884,Brooklyn,Kings,11231,<4,0,0,0,<4,"Brooklyn, NY 11231
(40.68047654700007, -74.00063715399995)"
Fall 2011,Teachers Preparatory School,330900,Brooklyn,Kings,11212,8,<4,0,5,<4,"Brooklyn, NY 11212
(40.66154970300005, -73.91509702999997)"
Fall 2017,School For Human Rights,330909,Brooklyn,Kings,11203,4,0,<4,0,<4,"Brooklyn, NY 11203
(40.65219925100007, -73.93519702599997)"
Fall 2013,Xaverian High School,330920,Brooklyn,Kings,11209,15,<4,4,4,4,"Brooklyn, NY 11209
(40.62428693600003, -74.03032657599994)"
Fall 2014,High School Youth Comm Dev,330936,Brooklyn,Kings,11226,12,<4,6,<4,<4,"Brooklyn, NY 11226
(40.647828176000075, -73.95750862899996)"
Fall 2011,Juan Morel Campus Secondary Sc,330941,Brooklyn,Kings,11206,4,0,<4,<4,0,"Brooklyn, NY 11206
(40.70215812500004, -73.94371758199998)"
Fall 2016,Life Acad  H S  For Film & Mus,330954,Brooklyn,Kings,11214,4,0,<4,0,<4,"Brooklyn 112144443, NY
(40.59369064300006, -73.98482070599994)"
Fall 2010,Y A B C @ Carnasie High School,330966,Brooklyn,Kings,11236,<4,0,0,0,<4,"Brooklyn, NY 11236
(40.639999, -73.9011419999999)"
Fall 2012,Academy For Environmental Lead,330979,Brooklyn,Kings,11237,5,<4,<4,<4,<4,"Brooklyn, NY 11237
(40.700298462000035, -73.91738684799998)"
Fall 2015,Victory Collegiate High School,331012,Brooklyn,Kings,11236,7,<4,<4,<4,<4,"Brooklyn 112363525, NY
(40.63263065800004, -73.91784109199995)"
Fall 2011,Brooklyn Bridge Academy,331019,Brooklyn,Kings,11236,<4,0,0,0,<4,"Brooklyn, NY 11236
(40.64134977300006, -73.90333944599996)"
Fall 2015,Cultural Acad Arts & Sciences,331031,Brooklyn,Kings,11203,4,<4,<4,0,0,"Brooklyn 112034824, NY
(40.64863088000004, -73.92184052499994)"
Fall 2017,Aspirations Diploma Plus  H S,331048,Brooklyn,Kings,11233,<4,0,0,0,<4,"Brooklyn, NY 11233
(40.67794775400006, -73.91960714599998)"
Fall 2016,Cristo Rey Brooklyn High Schoo,331071,Brooklyn,Kings,11203,5,<4,<4,<4,0,"Brooklyn, NY 11203
(40.6496039999999, -73.934182)"
Fall 2015,Academy Of Innovative Tech  H,331086,Brooklyn,Kings,11208,12,<4,<4,5,<4,"Brooklyn 112081503, NY
(40.690690278000034, -73.87037069599995)"
Fall 2017,Kingsborough Early Col Sec Sch,331126,Brooklyn,Kings,11214,7,4,<4,<4,0,"Brooklyn 112144443, NY
(40.59369064300006, -73.98482070599994)"
Fall 2010,Cypress Hills Collegiate Prep,333644,Brooklyn,Kings,11208,<4,0,<4,0,<4,"Brooklyn, NY 11208
(40.67479762500005, -73.87260722199994)"
Fall 2011,River Valley Mennonite School,331257,Castorland,Lewis,13620,<4,0,0,0,<4,"Castorland, NY 13620
(43.88826810300003, -75.45522767999995)"
Fall 2012,Independent Chr Sch Lyons Fls,332956,Lyons Falls,Lewis,13368,<4,0,0,0,<4,"13368 Lyons
Falls, NY
(43.63721, -75.3383469999999)"
Fall 2016,Caledonia - Mumford Central H,331150,Caledonia,Livingston,14423,33,6,4,9,14,"Caledonia 144231099, NY
(42.982590780000066, -77.85663049499993)"
Fall 2014,Lima Christian School,332814,Lima,Livingston,14485,6,0,<4,0,<4,"Lima, NY 14485
(42.899318781000034, -77.61030695799997)"
Fall 2012,Keshequa Central School,334250,Nunda,Livingston,14517,27,<4,0,0,25,"Nunda, NY 14517
(42.58876820300003, -77.91072932799995)"
Fall 2010,Brookfield Central School,330545,Brookfield,Madison,13314,15,0,0,0,15,"Brookfield 133140060, NY
(43.30238277500007, -75.57593989499998)"
Fall 2016,De Ruyter Central School,331610,De Ruyter,Madison,13052,12,0,<4,4,7,"De Ruyter 130520399, NY
(42.75660095100005, -75.88776885999994)"
Fall 2011,New Life Christian School,332243,Hamilton,Madison,13346,<4,0,0,0,<4,"Hamilton, NY 13346
(42.821911, -75.544273)"
Fall 2017,Oneida High School,334310,Oneida,Madison,13421,72,8,8,8,48,"Oneida 134212692, NY
(43.08127085000007, -75.65250093299994)"
Fall 2011,Brockport High School,330525,Brockport,Monroe,14420,182,5,46,7,124,"Brockport 144202296, NY
(43.20821084200003, -77.94556031299999)"
Fall 2011,East Rochester High School,331730,East Rochester,Monroe,14445,58,0,9,5,44,"East Rochester 144451898, NY
(43.107780631000026, -77.48888056299995)"
Fall 2011,Hilton Central High School,332395,Hilton,Monroe,14468,188,4,36,7,141,"Hilton, NY 14468
(43.29275902900008, -77.78896923899998)"
Fall 2017,Pittsford Sutherland High Scho,334530,Pittsford,Monroe,14534,65,22,16,0,27,"Pittsford, NY 14534
(43.07226738000003, -77.51693713499998)"
Fall 2013,Aquinas Institute Of Rochester,334765,Rochester,Monroe,14613,81,<4,23,<4,53,"Rochester, NY 14613
(43.181696343000056, -77.63815844299995)"
Fall 2012,Bio Sci & Hlth Careers H S @ F,334772,Rochester,Monroe,14621,5,0,<4,0,<4,"Rochester, NY 14621
(43.18667571900005, -77.60234690799996)"
Fall 2013,Charlotte Middle School,334780,Rochester,Monroe,14612,<4,0,0,0,<4,"Rochester, NY 14612
(43.25763834900005, -77.65831926899995)"
Fall 2014,Allendale Columbia School,334785,Rochester,Monroe,14618,4,<4,<4,0,<4,"Rochester, NY 14618
(43.11693838100007, -77.56296812299996)"
Fall 2014,East High School,334795,Rochester,Monroe,14609,106,<4,<4,<4,101,"Rochester 146097495, NY
(43.15976081500003, -77.56306114799997)"
Fall 2012,Greece Athena High School,334801,Rochester,Monroe,14612,142,<4,35,6,99,"Rochester 146123097, NY
(43.24425055200004, -77.69647018799998)"
Fall 2010,Greece Olympia School,334804,Rochester,Monroe,14615,170,8,25,<4,135,"Rochester 146151199, NY
(43.22363100300004, -77.67263042999997)"
Fall 2017,Irondequoit High School,334810,Rochester,Monroe,14617,135,26,30,12,67,"Rochester 146173095, NY
(43.216400157000066, -77.59845108999997)"
Fall 2012,Jefferson Jr-Sr High School,334815,Rochester,Monroe,14608,49,0,0,0,49,"Rochester, NY 14608
(43.150529619000054, -77.62284664399994)"
Fall 2012,Mc Quaid Jesuit High School,334830,Rochester,Monroe,14618,10,<4,<4,0,5,"Rochester 146182659, NY
(43.12319083400007, -77.59385043499998)"
Fall 2014,Nazareth Academy,334840,Rochester,Monroe,14613,<4,0,0,0,<4,"Rochester, NY 14613
(43.181696343000056, -77.63815844299995)"
Fall 2011,Our Lady Of Mercy High School,334845,Rochester,Monroe,14610,20,<4,10,0,9,"Rochester 146102298, NY
(43.149180304000026, -77.53770028499997)"
Fall 2014,The Sch Of Imaging & Info Tech,334855,Rochester,Monroe,14606,5,0,0,0,5,"Rochester, NY 14606
(43.16993875800006, -77.68532782299997)"
Fall 2010,Northwest College Preparatory,334862,Rochester,Monroe,14609,24,0,<4,0,23,"Rochester, NY 14609
(43.17481819900007, -77.56111715099996)"
Fall 2017,Monroe 2 - Orleans Boces,335304,Spencerport,Monroe,14559,<4,0,0,0,<4,"Spencerport, NY 14559
(43.1873909999999, -77.8221429999999)"
Fall 2012,The Charles Finney School,335854,Penfield,Monroe,14526,9,0,<4,0,8,"Penfield, NY 14526
(43.13912832400007, -77.45797975499994)"
Fall 2013,Perth Central School,330165,Amsterdam,Montgomery,12010,<4,0,<4,0,0,"Amsterdam, NY 12010
(42.9086489999999, -74.169414)"
Fall 2016,Fort Plain Jr / Sr High School,331970,Fort Plain,Montgomery,13339,29,<4,5,5,17,"Fort Plain, NY 13339
(42.93229737200005, -74.66114750999998)"
Fall 2017,Henry Viscardi High School,330097,Albertson,Nassau,11507,<4,0,0,0,<4,"Albertson 115071599, NY
(40.770790970000064, -73.64273037899994)"
Fall 2015,W. C. Mepham High School,330385,Bellmore,Nassau,11710,157,28,18,14,97,"Bellmore 117103029, NY
(40.67469005600003, -73.54262007399996)"
Fall 2017,East Meadow High School,331715,East Meadow,Nassau,11554,175,37,39,15,84,"East Meadow 115541146, NY
(40.72689056300004, -73.55629009399996)"
Fall 2016,Farmingdale High School,331880,Farmingdale,Nassau,11735,210,28,33,51,98,"Farmingdale 117355799, NY
(40.70871075600007, -73.44424123799996)"
Fall 2014,Floral Park Memorial Hs,331912,Floral Park,Nassau,11001,89,13,15,7,54,"Floral Park 110013399, NY
(40.71505034900008, -73.70491017499995)"
Fall 2013,Valley Stream North High Sch,331986,Franklin Square,Nassau,11010,69,13,17,5,34,"Franklin Square 110103195, NY
(40.68701075000007, -73.67343004299994)"
Fall 2011,The  Waldorf School Of Garden,332042,Garden City,Nassau,11530,4,<4,0,0,<4,"Garden City, NY 11530
(40.72755902700004, -73.64167886899997)"
Fall 2011,North Shore High School,332102,Glen Head,Nassau,11545,61,16,16,<4,27,"Glen Head 115451198, NY
(40.83854109400005, -73.63345064899994)"
Fall 2011,Great Neck South High School,332172,Great Neck,Nassau,11020,76,40,19,0,17,"Great Neck, NY 11020
(40.77385940500005, -73.71970647799998)"
Fall 2017,College Prep Academy Of Music,332326,Hempstead,Nassau,11550,<4,0,0,0,<4,
Fall 2014,Holy Trinity Diocesan Hs,332363,Hicksville,Nassau,11801,128,18,19,16,75,"Hicksville, NY 11801
(40.76395713800008, -73.52275606899997)"
Fall 2012,Jericho Senior High School,332628,Jericho,Nassau,11753,56,33,9,0,14,"Jericho 117531202, NY
(40.79668085800006, -73.54059110499998)"
Fall 2015,Division Avenue High School,332798,Levittown,Nassau,11756,143,22,16,23,82,"Levittown 117562997, NY
(40.72803076900004, -73.52701070799998)"
Fall 2013,Friends Academy,332880,Locust Valley,Nassau,11560,<4,0,0,0,<4,"Locust Valley, NY 11560
(40.87991664500004, -73.59433568899993)"
Fall 2011,Harriet Eisman Community Sch,332884,Long Beach,Nassau,11561,12,0,0,0,12,"Long Beach, NY 11561
(40.58683733400005, -73.66263917599997)"
Fall 2015,Malverne Senior High School,332990,Malverne,Nassau,11565,68,7,12,5,44,"Malverne 115652298, NY
(40.669580292000035, -73.66131100099994)"
Fall 2010,Saint Mary'S High School,333015,Manhasset,Nassau,11030,61,13,12,10,26,"Manhasset, NY 11030
(40.79620576900004, -73.68999967599996)"
Fall 2010,Sanford H. Calhoun High School,333098,Merrick,Nassau,11566,154,27,30,9,88,"Merrick, NY 11566
(40.66862771700005, -73.55464840899998)"
Fall 2011,Herricks Senior High School,333346,New Hyde Park,Nassau,11040,106,43,21,<4,40,"New Hyde Park 110401356, NY
(40.76000009400008, -73.66361008399997)"
Fall 2013,The Wheatley School,334293,Old Westbury,Nassau,11568,34,19,4,0,11,"Old Westbury 115681502, NY
(40.76544096600003, -73.61833047599998)"
Fall 2011,Saint Dominic High School,334390,Oyster Bay,Nassau,11771,37,5,5,8,19,"Oyster Bay, NY 11771
(40.868949851000025, -73.52865658599995)"
Fall 2011,Vincent Smith School,334607,Port Washington,Nassau,11050,<4,0,0,0,<4,"Port Washington 110504599, NY
(40.813730418000034, -73.68015053499994)"
Fall 2015,Community Academic Prep,334918,Roosevelt,Nassau,11575,<4,0,0,0,<4,"Roosevelt, NY 11575
(40.6807299999999, -73.585846)"
Fall 2010,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,7,4,<4,<4,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2012,Hebrew Academy Of Nassau Count,335666,Uniondale,Nassau,11553,10,4,0,0,6,"Uniondale, NY 11553
(40.704095997000024, -73.59269762199995)"
Fall 2010,Valley Stream Christian Academ,335711,Valley Stream,Nassau,11580,<4,0,0,0,<4,"Valley Stream, NY 11580
(40.67241656200008, -73.70459889399996)"
Fall 2017,Westbury High School,335875,Old Westbury,Nassau,11568,130,7,24,5,94,"Old Westbury 115681628, NY
(40.766190315000074, -73.60246095399998)"
Fall 2016,Lawrence Woodmere Academy,336015,Woodmere,Nassau,11598,<4,<4,0,0,<4,"Woodmere, NY 11598
(40.63192980100007, -73.71250680399999)"
Fall 2016,The Urban Assembly  N Y  Harbo,330636,New York,New York,10004,14,5,<4,4,<4,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2015,Mott Hall Bronx  H S,330969,New York,New York,10457,16,0,6,6,4,"New York, NY 10457
(40.847528974000056, -73.89994599599999)"
Fall 2013,Community Health Academy Heigh,331033,New York,New York,10032,<4,0,<4,0,0,"New York 100327202, NY
(40.83374003200004, -73.94233061799997)"
Fall 2017,Manhattan High School -  P 35,333023,New York,New York,10019,<4,0,0,0,<4,"New York, NY 10019
(40.76483917400003, -73.98431731299996)"
Fall 2012,A Philip Randolph Campus H S,333406,New York,New York,10031,26,4,5,9,8,"New York, NY 10031
(40.82496970500006, -73.94892724299996)"
Fall 2016,International H S - Union Squa,333427,New York,New York,10003,4,<4,<4,0,<4,"New York 100032305, NY
(40.735620107000045, -73.98748077099998)"
Fall 2013,Birch Wathen Lenox School,333461,New York,New York,10021,<4,<4,0,0,0,"New York, NY 10021
(40.76965778500005, -73.95842976999995)"
Fall 2013,The Calhoun School,333505,New York,New York,10024,<4,<4,0,0,0,"New York 100245799, NY
(40.78543066300006, -73.98044037399995)"
Fall 2016,The New York City Museum Schoo,333523,New York,New York,10011,25,9,14,<4,<4,"New York, NY 10011
(40.740567973000054, -73.99867755599996)"
Fall 2010,Chelsea Career & Technical Edu,333555,New York,New York,10013,6,<4,<4,0,<4,"New York, NY 10013
(40.719685877000074, -74.00301821699998)"
Fall 2010,Columbia Grammar & Prepratory,333570,New York,New York,10025,<4,<4,0,0,0,"New York 100257699, NY
(40.789850827000066, -73.96625004199996)"
Fall 2015,Dominican Academy,333595,New York,New York,10065,<4,<4,0,0,<4,"New York, NY 10065
(40.76442639800007, -73.96354818699996)"
Fall 2010,East Side Community High Sch,333608,New York,New York,10009,12,4,4,<4,<4,"New York, NY 10009
(40.72609910500006, -73.98053715799995)"
Fall 2016,Frederick Douglas Academy  I I,333632,New York,New York,10026,6,0,<4,<4,4,"New York, NY 10026
(40.802536442000076, -73.95316796899994)"
Fall 2014,Harlem Village Academy Hs,333639,New York,New York,10027,14,6,6,<4,<4,"New York, NY 10027
(40.81060946200006, -73.95205999199999)"
Fall 2015,Friends Seminary,333645,New York,New York,10003,<4,<4,0,0,0,"New York 100033703, NY
(40.734201074000055, -73.98536093399997)"
Fall 2010,George Washington High School,333655,New York,New York,10040,4,0,0,0,4,"New York, NY 10040
(40.858626118000075, -73.92998736399994)"
Fall 2012,Hs Environmental Studies,333674,New York,New York,10019,42,19,12,<4,9,"New York, NY 10019
(40.76483917400003, -73.98431731299996)"
Fall 2016,High School Of Fashion Industr,333680,New York,New York,10011,93,8,34,<4,48,"New York, NY 10011
(40.740567973000054, -73.99867755599996)"
Fall 2013,Jacqueline Kennedy Onassis Hs,333686,New York,New York,10036,14,5,4,<4,<4,"New York, NY 10036
(40.75923846200004, -73.98822781799998)"
Fall 2010,The College Academy,333690,New York,New York,10040,5,<4,<4,0,<4,"New York, NY 10040
(40.858626118000075, -73.92998736399994)"
Fall 2016,Mlk Law Advocacy And Comm Just,333694,New York,New York,10023,<4,0,0,0,<4,"10023 New
York, NY
(40.7744909999999, -73.979943)"
Fall 2014,Hunter College High School,333705,New York,New York,10128,14,8,5,0,<4,"New York, NY 10128
(40.78155875500005, -73.95075649099994)"
Fall 2014,La Salle Academy,333730,New York,New York,10003,10,7,0,<4,<4,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2010,Landmark High School,333733,New York,New York,10011,4,0,<4,<4,<4,"New York, NY 10011
(40.740567973000054, -73.99867755599996)"
Fall 2014,Life Sciences Secondary School,333744,New York,New York,10128,17,<4,7,<4,6,"New York, NY 10128
(40.78155875500005, -73.95075649099994)"
Fall 2013,Loyola School,333755,New York,New York,10028,<4,<4,0,0,<4,"New York, NY 10028
(40.77577989800005, -73.95268567299996)"
Fall 2016,Manhattan Theatre Lab,333782,New York,New York,10023,<4,0,0,0,<4,"New York, NY 10023
(40.776848769000026, -73.98191886999996)"
Fall 2013,Manhattan  Hunter Science  H S,333785,New York,New York,10023,24,8,9,5,<4,"New York, NY 10023
(40.776848769000026, -73.98191886999996)"
Fall 2010,Manhattan Village Academy,333791,New York,New York,10010,19,6,6,<4,4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2014,Hs Of Arts And Technology,333797,New York,New York,10023,5,<4,<4,<4,<4,"New York, NY 10023
(40.776848769000026, -73.98191886999996)"
Fall 2012,Baruch College Campus High Sch,333803,New York,New York,10010,17,7,6,0,4,"New York, NY 10010
(40.740515833000075, -73.98626822099999)"
Fall 2011,Hs For Health Professions & Hu,333817,New York,New York,10003,30,9,12,4,5,"New York, NY 10003
(40.731247936000045, -73.98872749399999)"
Fall 2016,Murry Bergtraum H S,333835,New York,New York,10038,15,<4,4,<4,8,"New York, NY 10038
(40.70933607400008, -74.00529934499997)"
Fall 2011,New Explorations Into Science,333843,New York,New York,10002,11,8,<4,<4,0,"New York, NY 10002
(40.71644884800003, -73.98818871299994)"
Fall 2014,N Y C  Lab School For Collabor,333853,New York,New York,10011,31,16,13,0,<4,"New York, NY 10011
(40.740567973000054, -73.99867755599996)"
Fall 2011,The Nightingale- Bamford Schoo,333860,New York,New York,10128,<4,<4,<4,0,<4,"New York 101280608, NY
(40.784950183000035, -73.95686077199997)"
Fall 2015,Notre Dame School Of Manhattan,333870,New York,New York,10014,8,<4,4,0,<4,"New York 100141207, NY
(40.739610827000035, -74.00418055099993)"
Fall 2014,Professional Childrens School,333890,New York,New York,10023,<4,<4,<4,0,<4,"New York, NY 10023
(40.776848769000026, -73.98191886999996)"
Fall 2017,Broome Street Academy Charter,333904,New York,New York,10013,16,0,7,7,<4,"10013 New
York, NY
(40.7212439999999, -74.0088899999999)"
Fall 2017,Richard R Green  H S  Of Teach,333916,New York,New York,10004,29,<4,19,<4,7,"New York, NY 10004
(40.70495630800008, -74.01290744899995)"
Fall 2011,Saint Agnes Boys High School,333935,New York,New York,10022,8,4,<4,<4,0,"New York, NY 10022
(40.75926887700007, -73.96937918399993)"
Fall 2016,Urban Assembly Media High Scho,333997,New York,New York,10023,13,0,8,<4,<4,"New York, NY 10023
(40.776848769000026, -73.98191886999996)"
Fall 2013,Henry Street Sch Intnl Studies,334022,New York,New York,10002,4,0,<4,<4,<4,"New York, NY 10002
(40.71644884800003, -73.98818871299994)"
Fall 2014,High School Of Art & Design,334035,New York,New York,10022,41,<4,12,<4,25,"New York, NY 10022
(40.75926887700007, -73.96937918399993)"
Fall 2015,The Spence School,334060,New York,New York,10128,<4,<4,0,0,0,"New York 101280657, NY
(40.784350206000056, -73.95736116799998)"
Fall 2012,Urban Assembly School Of Desig,334077,New York,New York,10019,7,<4,<4,<4,<4,"New York, NY 10019
(40.76483917400003, -73.98431731299996)"
Fall 2016,Unity Center For Urban Technol,334100,New York,New York,10016,4,<4,0,<4,<4,"New York 100165334, NY
(40.746150827000065, -73.98105030999994)"
Fall 2014,Emma Lazarus High School,334106,New York,New York,10002,<4,<4,0,0,0,"New York 100025202, NY
(40.716430794000075, -73.99286064899997)"
Fall 2011,Wadleigh Secondary School,334119,New York,New York,10026,17,0,4,7,6,"New York, NY 10026
(40.802536442000076, -73.95316796899994)"
Fall 2015,Edward A Reynolds West Side Hs,334136,New York,New York,10025,9,0,0,<4,7,"New York, NY 10025
(40.797995911000044, -73.96739786199998)"
Fall 2013,Marsha Stern Talmudical Acad,334148,New York,New York,10033,<4,<4,0,0,0,"New York 100339986, NY
(40.71455046700004, -74.00711668399998)"
Fall 2017,Sacred Heart High School,336070,Yonkers,New York,10703,22,4,4,0,14,"Yonkers 107032543, NY
(40.94932028900007, -73.88644062499998)"
Fall 2015,Barker Central School,330310,Barker,Niagara,14012,36,<4,9,<4,23,"Barker, NY 14012
(43.33229857900005, -78.52554760599998)"
Fall 2014,Christian Academy,332879,North Tonawanda,Niagara,14120,5,<4,0,0,4,"North Tonawanda, NY 14120
(43.051398318000054, -78.86214649299995)"
Fall 2012,Niagara Catholic High School,334160,Niagara Falls,Niagara,14304,12,0,5,0,7,"Niagara Falls 143043249, NY
(43.08470018000003, -78.98678093199999)"
Fall 2012,North Tonawanda High School,334230,North Tonawanda,Niagara,14120,162,<4,22,<4,134,"North Tonawanda 141202890, NY
(43.052140836000035, -78.87202097499994)"
Fall 2010,Lewiston - Porter High School,336090,Youngstown,Niagara,14174,119,11,18,<4,87,"Youngstown, NY 14174
(43.247418896000056, -79.03472576599995)"
Fall 2016,Clinton Senior High School,331400,Clinton,Oneida,13323,46,6,9,5,26,"Clinton 133231398, NY
(43.04825068200006, -75.37877557199994)"
Fall 2010,Messiah Academy,333356,Utica,Oneida,13505,<4,0,0,0,<4,
Fall 2016,Remsen Central School,334695,Remsen,Oneida,13438,20,<4,<4,<4,13,"Remsen, NY 13438
(43.34554650100006, -75.16433825199994)"
Fall 2013,Sauquoit Valley,335060,Sauquoit,Oneida,13456,64,<4,11,14,38,"Sauquoit 134563225, NY
(42.98835031300007, -75.25329078499993)"
Fall 2016,Thomas R Proctor High School,335700,Utica,Oneida,13501,277,22,12,8,235,"Utica 135014149, NY
(43.082711044000064, -75.21561047299997)"
Fall 2014,Westmoreland High School,335910,Westmoreland,Oneida,13490,54,10,<4,<4,41,"Westmoreland 134900134, NY
(43.11816001400007, -75.40446752999998)"
Fall 2012,Charles W. Baker High School,330300,Baldwinsville,Onondaga,13027,209,15,58,15,121,"Baldwinsville 130272481, NY
(43.16246071200004, -76.33031087399996)"
Fall 2016,Jamesville - Dewitt High Schoo,331615,Dewitt,Onondaga,13214,82,11,23,4,44,"Dewitt, NY 13214
(43.042056556000034, -76.07335685199996)"
Fall 2014,Jordan - Elbridge Ctrl High Sc,331780,Jordan,Onondaga,13080,64,<4,8,0,54,"Jordan 130800901, NY
(43.06549127900007, -76.47172629099998)"
Fall 2012,La Fayette J R - S R Hs,332730,La Fayette,Onondaga,13084,37,<4,5,10,21,"La Fayette, NY 13084
(42.89533875600006, -76.10577928299995)"
Fall 2010,Marcellus High School,333040,Marcellus,Onondaga,13108,48,13,25,6,4,"Marcellus, NY 13108
(42.980196713000055, -76.33292748099996)"
Fall 2011,Institute Of Tech @ Syracuse,334954,Syracuse,Onondaga,13202,17,<4,7,5,<4,"Syracuse 132023025, NY
(43.04272044700008, -76.14987083899996)"
Fall 2016,Bishop Ludden Jr / Sr High Sch,335448,Syracuse,Onondaga,13219,22,4,<4,0,16,"Syracuse, NY 13219
(43.04057925500007, -76.22139987999998)"
Fall 2014,Christian Brothers Academy,335465,Syracuse,Onondaga,13214,21,9,6,0,6,"Syracuse 132142156, NY
(43.03562030100005, -76.06990084699999)"
Fall 2015,Onondaga Community College,335489,Syracuse,Onondaga,13207,<4,0,0,0,<4,"Syracuse, NY 13207
(43.01772887100003, -76.16381986699997)"
